chromosome,probe_id_id,n_patients_with_probe
chr2,cg16348668,8893
chr2,cg16360836,8895
chr2,cg16367511,8895
chr2,cg16404245,8894
chr2,cg16421294,8893
chr2,cg16421619,8895
chr2,cg16433800,8894
chr2,cg16439798,8894
chr2,cg16448702,8895
chr2,cg16468280,8895
chr2,cg16468346,8895
chr2,cg16469046,8894
chr2,cg16473511,8895
chr2,cg16483490,8895
chr2,cg16529477,8894
chr2,cg16563171,8895
chr2,cg16584577,8895
chr2,cg16595246,8895
chr2,cg16602504,8895
chr2,cg16641411,8664
chr2,cg16661269,8895
chr2,cg16671674,8895
chr2,cg16671862,8894
chr2,cg16675708,8895
chr2,cg16699354,8895
chr2,cg16720890,8894
chr2,cg16720946,8894
chr2,cg16797009,8894
chr2,cg16813053,8895
chr2,cg16842060,8895
chr2,cg16844539,8889
chr2,cg16844875,8653
chr2,cg16863783,8895
chr2,cg16864063,8894
chr2,cg16874579,8895
chr2,cg16876647,8895
chr2,cg16884658,8895
chr2,cg16887422,8895
chr2,cg16905255,8894
chr2,cg16907154,8895
chr2,cg16935258,8895
chr2,cg16951074,8894
chr2,cg16976189,8839
chr2,cg16978914,8895
chr2,cg16979981,8895
chr2,cg16982291,8895
chr2,cg17030841,8895
chr2,cg17032990,8895
chr2,cg17088180,8894
chr2,cg17137500,8895
chr2,cg17146352,8894
chr2,cg17147526,8895
chr2,cg17156828,8893
chr2,cg17165836,8858
chr2,cg17177455,8894
chr2,cg17178175,8895
chr2,cg17206872,8894
chr2,cg17206978,8894
chr2,cg17207266,8895
chr2,cg17213010,8895
chr2,cg17246929,8895
chr2,cg17273588,8895
chr2,cg17285931,8895
chr2,cg17286258,8894
chr2,cg17287767,8895
chr2,cg17300868,8895
chr2,cg17311725,8894
chr2,cg17322655,8895
chr2,cg17353896,8895
chr2,cg17354880,8894
chr2,cg17356036,8895
chr2,cg17356467,8895
chr2,cg17356718,8895
chr2,cg17360299,8894
chr2,cg17362661,8895
chr2,cg17384625,8887
chr2,cg17386128,8894
chr2,cg17398233,8895
chr2,cg17408923,8895
chr2,cg17410431,8895
chr2,cg17445212,8895
chr2,cg17471779,8895
chr2,cg17492904,8894
chr2,cg17493391,8895
chr2,cg17495130,8891
chr2,cg17499859,8895
chr2,cg17510564,8895
chr2,cg17519750,8895
chr2,cg17525856,8887
chr2,cg17532753,8895
chr2,cg17589866,8891
chr2,cg17596577,8894
chr2,cg17608490,8895
chr2,cg17643880,8895
chr2,cg17680823,8893
chr2,cg17687442,8895
chr2,cg17727331,8895
chr2,cg17738213,8895
chr2,cg17742416,8895
chr2,cg17753356,8895
chr2,cg17793354,8895
chr2,cg17848496,8895
chr2,cg17935536,8895
chr2,cg17939434,8895
chr2,cg17939889,8894
chr2,cg17971592,8895
chr2,cg17988187,8894
chr2,cg18003518,8894
chr2,cg18018313,8895
chr2,cg18022777,8895
chr2,cg18032533,8875
chr2,cg18077971,8894
chr2,cg18081430,8895
chr2,cg18104979,8894
chr2,cg18105667,8893
chr2,cg18144655,8895
chr2,cg18155840,8895
chr2,cg18174246,8894
chr2,cg18174326,8895
chr2,cg18174402,8895
chr2,cg18222961,8894
chr2,cg18228933,8895
chr2,cg18229422,8895
chr2,cg18229914,8895
chr2,cg18258151,8895
chr2,cg18261069,8880
chr2,cg18264519,8895
chr2,cg18267330,8894
chr2,cg18303028,8895
chr2,cg18310774,8895
chr2,cg18327695,8895
chr2,cg18351329,8895
chr2,cg18358643,8895
chr2,cg18359321,8895
chr2,cg18367751,8895
chr2,cg18386867,8895
chr2,cg18406033,8895
chr2,cg18446140,8895
chr2,cg18455616,8891
chr2,cg18479711,8895
chr2,cg18481642,8893
chr2,cg18523921,8895
chr2,cg18545433,8895
chr2,cg18588441,8856
chr2,cg18646521,8895
chr2,cg18664514,8895
chr2,cg18736431,8895
chr2,cg18755114,8895
chr2,cg18836229,8894
chr2,cg18838207,8893
chr2,cg18845578,8894
chr2,cg18854872,8895
chr2,cg18867141,8895
chr2,cg18877660,8894
chr2,cg18889183,8895
chr2,cg18930444,8895
chr2,cg19015711,8895
chr2,cg19040195,8839
chr2,cg19045733,8895
chr2,cg19050596,8895
chr2,cg19071879,8895
chr2,cg19076255,8894
chr2,cg19077494,8894
chr2,cg19078574,8895
chr2,cg19079194,8895
chr2,cg19083407,8895
chr2,cg19084174,8894
chr2,cg19094872,8895
chr2,cg19113530,8895
chr2,cg19125791,8862
chr2,cg19127360,8895
chr2,cg19144769,8895
chr2,cg19147129,8836
chr2,cg19201894,8895
chr2,cg19219231,8895
chr2,cg19237985,8894
chr2,cg19238531,8895
chr2,cg19254047,8894
chr2,cg19256292,8895
chr2,cg19276371,8895
chr2,cg19284108,8895
chr2,cg19286686,8894
chr2,cg19286774,8895
chr2,cg19305527,8894
chr2,cg19307391,8895
chr2,cg19311375,8895
chr2,cg19324997,8895
chr2,cg19333114,8895
chr2,cg19351000,8895
chr2,cg19355806,8895
chr2,cg19360009,8895
chr2,cg19382545,8894
chr2,cg19397991,8895
chr2,cg19405088,8895
chr2,cg19449565,8895
chr2,cg19464815,8894
chr2,cg19489797,8894
chr2,cg19527084,8895
chr2,cg19541697,8895
chr2,cg19542849,8895
chr2,cg19570558,8894
chr2,cg19573564,8895
chr2,cg19581424,8893
chr2,cg19614911,8895
chr2,cg19623054,8895
chr2,cg19623588,8891
chr2,cg19641404,8895
chr2,cg19671395,8895
chr2,cg19714454,8895
chr2,cg19723091,8895
chr2,cg19725418,8895
chr2,cg19728226,8895
chr2,cg19736286,8894
chr2,cg19738182,8893
chr2,cg19743666,8894
chr2,cg19770748,8895
chr2,cg19848082,8895
chr2,cg19862213,8895
chr2,cg19881581,8895
chr2,cg19882774,8895
chr2,cg19895503,8895
chr2,cg19908362,8895
chr2,cg19931733,8885
chr2,cg19954537,8895
chr2,cg19955928,8895
chr2,cg19956940,8895
chr2,cg20059337,8894
chr2,cg20064106,8895
chr2,cg20070631,8895
chr2,cg20124587,8894
chr2,cg20125559,8895
chr2,cg20149840,8895
chr2,cg20173260,8895
chr2,cg20189682,8895
chr2,cg20202112,8895
chr2,cg20203971,8895
chr2,cg20215622,8888
chr2,cg20216982,8835
chr2,cg20253689,8895
chr2,cg20253892,8895
chr2,cg20258811,8895
chr2,cg20298668,8895
chr2,cg20303028,8895
chr2,cg20303441,8895
chr2,cg20311261,8894
chr2,cg20362559,8895
chr2,cg20366284,8895
chr2,cg20401875,8895
chr2,cg20415945,8895
chr2,cg20418725,8895
chr2,cg20431766,8895
chr2,cg20443778,8895
chr2,cg20453861,8866
chr2,cg20453985,8895
chr2,cg20499685,8895
chr2,cg20546098,8853
chr2,cg20558299,8893
chr2,cg20560185,8895
chr2,cg20584905,8894
chr2,cg20591652,8895
chr2,cg20604456,8895
chr2,cg20605061,8895
chr2,cg20608990,8895
chr2,cg20623601,8895
chr2,cg20627572,8895
chr2,cg20654082,8892
chr2,cg20660171,8895
chr2,cg20667782,8894
chr2,cg20669908,8895
chr2,cg20698680,8895
chr2,cg20702417,8894
chr2,cg20702527,8895
chr2,cg20706597,8895
chr2,cg20716311,8895
chr2,cg20784693,8895
chr2,cg20803618,8894
chr2,cg20805133,8895
chr2,cg20810046,8895
chr2,cg20820997,8838
chr2,cg20823742,8895
chr2,cg20852851,8895
chr2,cg20853370,8895
chr2,cg20854286,8894
chr2,cg20859099,8894
chr2,cg20871441,8895
chr2,cg20874785,8895
chr2,cg20899151,8895
chr2,cg20913063,8181
chr2,cg20921659,8895
chr2,cg20923498,8895
chr2,cg20924425,8895
chr2,cg20946753,8894
chr2,cg20948740,8895
chr2,cg20949959,8893
chr2,cg20951650,8895
chr2,cg20953052,8895
chr2,cg20954219,8895
chr2,cg20960343,8894
chr2,cg20964398,8894
chr2,cg20965469,8894
chr2,cg20969194,8895
chr2,cg21023052,8895
chr2,cg21035422,8895
chr2,cg21043273,8893
chr2,cg21044834,8895
chr2,cg21100532,8895
chr2,cg21118780,8895
chr2,cg21128569,8895
chr2,cg21135616,8895
chr2,cg21184951,8895
chr2,cg21190228,8895
chr2,cg21205803,8886
chr2,cg21209911,8895
chr2,cg21215272,8895
chr2,cg21233506,8895
chr2,cg21261027,8895
chr2,cg21276379,8895
chr2,cg21312695,8895
chr2,cg21340845,8895
chr2,cg21353292,8895
chr2,cg21361856,8894
chr2,cg21382890,8895
chr2,cg21384645,8895
chr2,cg21405109,8895
chr2,cg21450708,8851
chr2,cg21463740,8895
chr2,cg21477691,8895
chr2,cg21482265,8895
chr2,cg21484213,8884
chr2,cg21494367,8895
chr2,cg21497607,8895
chr2,cg21511036,8894
chr2,cg21512817,8895
chr2,cg21532760,8888
chr2,cg21550016,8894
chr2,cg21550141,8895
chr2,cg21550785,8895
chr2,cg21552081,8895
chr2,cg21559747,8895
chr2,cg21570130,8895
chr2,cg21579828,8894
chr2,cg21583821,8895
chr2,cg21610815,8895
chr2,cg21621782,8895
chr2,cg21621910,8895
chr2,cg21644689,8895
chr2,cg21649361,8895
chr2,cg21656251,8895
chr2,cg21670983,8895
chr2,cg21685750,8894
chr2,cg21698385,8895
chr2,cg21708767,8893
chr2,cg21736186,8895
chr2,cg21821214,8895
chr2,cg21827163,8895
chr2,cg21846876,8894
chr2,cg21855109,8895
chr2,cg21926875,8895
chr2,cg21928243,8895
chr2,cg21959618,8895
chr2,cg21963406,8895
chr2,cg21967368,8894
chr2,cg21988972,8894
chr2,cg21996813,8894
chr2,cg22001211,8895
chr2,cg22009751,8895
chr2,cg22029587,8895
chr2,cg22039234,8890
chr2,cg22049342,8894
chr2,cg22050792,8895
chr2,cg22065526,8895
chr2,cg22071344,8895
chr2,cg22077197,8890
chr2,cg22092126,8895
chr2,cg22139774,8894
chr2,cg22175006,8894
chr2,cg22177920,8894
chr2,cg22197434,8895
chr2,cg22198946,8895
chr2,cg22235901,8895
chr2,cg22237056,8895
chr2,cg22242408,8894
chr2,cg22269526,8894
chr2,cg22277567,8895
chr2,cg22284448,8895
chr2,cg22296756,8894
chr2,cg22309950,8895
chr2,cg22311507,8894
chr2,cg22323778,8894
chr2,cg22331159,8895
chr2,cg22356198,8895
chr2,cg22376465,8894
chr2,cg22386281,8894
chr2,cg22393213,8895
chr2,cg22397783,8895
chr2,cg22407090,8893
chr2,cg22445742,8895
chr2,cg22451100,8893
chr2,cg22455342,8894
chr2,cg22455694,8895
chr2,cg22472148,8895
chr2,cg22478952,8892
chr2,cg22488486,8895
chr2,cg22526076,8882
chr2,cg22547404,8895
chr2,cg22572158,8895
chr2,cg22573117,8894
chr2,cg22595870,8895
chr2,cg22613905,8895
chr2,cg22639352,8895
chr2,cg22666015,8895
chr2,cg22702784,8895
chr2,cg22704057,8895
chr2,cg22705918,8895
chr2,cg22731525,8895
chr2,cg22739477,8893
chr2,cg22795590,8895
chr2,cg22830273,8895
chr2,cg22877230,8895
chr2,cg22908000,8894
chr2,cg22909085,8895
chr2,cg22923827,8895
chr2,cg22928999,8895
chr2,cg22929802,8895
chr2,cg22937172,8895
chr2,cg22938837,8894
chr2,cg22958315,8894
chr2,cg22971216,8895
chr2,cg22989843,8890
chr2,cg22996009,8895
chr2,cg23003258,8894
chr2,cg23006163,8865
chr2,cg23009818,8895
chr2,cg23038392,8895
chr2,cg23042148,8895
chr2,cg23046918,8895
chr2,cg23047499,8895
chr2,cg23061725,8880
chr2,cg23075101,8895
chr2,cg23076987,8895
chr2,cg23077820,8895
chr2,cg23094673,8894
chr2,cg23100370,8893
chr2,cg23108709,8895
chr2,cg23118464,8895
chr2,cg23120805,8894
chr2,cg23136554,8895
chr2,cg23156509,8895
chr2,cg23201549,8894
chr2,cg23210278,8895
chr2,cg23212364,8894
chr2,cg23252243,8894
chr2,cg23285209,8872
chr2,cg23288298,8894
chr2,cg23325384,8895
chr2,cg23348270,8895
chr2,cg23367987,8894
chr2,cg23374992,8895
chr2,cg23393100,8895
chr2,cg23460993,8895
chr2,cg23462687,8895
chr2,cg23465910,8894
chr2,cg23468128,8895
chr2,cg23497683,8895
chr2,cg23500942,8895
chr2,cg23531734,8895
chr2,cg23546474,8894
chr2,cg23553480,8895
chr2,cg23556108,8895
chr2,cg23561859,8895
chr2,cg23564664,8895
chr2,cg23569120,8895
chr2,cg23598462,8895
chr2,cg23601374,8895
chr2,cg23601397,8894
chr2,cg23609905,8895
chr2,cg23612030,8895
chr2,cg23627246,8895
chr2,cg23676484,8895
chr2,cg23678058,8895
chr2,cg23706161,8895
chr2,cg23718924,8895
chr2,cg23727674,8894
chr2,cg23761332,8895
chr2,cg23780110,8895
chr2,cg23791611,8894
chr2,cg23793040,8895
chr2,cg23837867,8895
chr2,cg23842158,8895
chr2,cg23882545,8895
chr2,cg23895340,8895
chr2,cg23903708,8895
chr2,cg23949574,8895
chr2,cg23967461,8895
chr2,cg23971806,8894
chr2,cg23977011,8895
chr2,cg23978064,8895
chr2,cg23994692,8895
chr2,cg24046888,8829
chr2,cg24057718,8895
chr2,cg24127278,8894
chr2,cg24169315,8894
chr2,cg24215973,8895
chr2,cg24297695,8895
chr2,cg24302086,8045
chr2,cg24304789,8895
chr2,cg24305770,8895
chr2,cg24332364,8895
chr2,cg24333596,8895
chr2,cg24336674,8895
chr2,cg24361098,8895
chr2,cg24366913,8895
chr2,cg24401044,8895
chr2,cg24409539,8895
chr2,cg24422171,8468
chr2,cg24452663,8895
chr2,cg24460563,8895
chr2,cg24466479,8893
chr2,cg24483487,8894
chr2,cg24553235,8895
chr2,cg24555089,8895
chr2,cg24561661,8895
chr2,cg24562066,8893
chr2,cg24580106,8895
chr2,cg24586870,8895
chr2,cg24591349,8895
chr2,cg24607575,8895
chr2,cg24621972,8895
chr2,cg24622439,8895
chr2,cg24632014,8894
chr2,cg24633978,8895
chr2,cg24634565,8895
chr2,cg24665226,8895
chr2,cg24666733,8894
chr2,cg24677268,8894
chr2,cg24705708,8895
chr2,cg24715680,8895
chr2,cg24716042,8895
chr2,cg24738909,8895
chr2,cg24749947,8895
chr2,cg24752028,8895
chr2,cg24768649,8895
chr2,cg24797187,8894
chr2,cg24829778,8895
chr2,cg24830471,8895
chr2,cg24858116,8895
chr2,cg24878483,8893
chr2,cg24883601,8895
chr2,cg24890023,8895
chr2,cg24914355,8895
chr2,cg24916165,8895
chr2,cg24933605,8895
chr2,cg24987806,8894
chr2,cg24995347,8881
chr2,cg24997845,8895
chr2,cg25044635,8893
chr2,cg25073137,8895
chr2,cg25074809,8895
chr2,cg25096282,8895
chr2,cg25100604,8892
chr2,cg25103905,8895
chr2,cg25124739,8895
chr2,cg25162913,8895
chr2,cg25164450,8895
chr2,cg25181710,8895
chr2,cg25236416,8895
chr2,cg25243455,8894
chr2,cg25248045,8895
chr2,cg25268435,8895
chr2,cg25295825,8893
chr2,cg25299214,8895
chr2,cg25300234,8879
chr2,cg25350306,8895
chr2,cg25354918,8895
chr2,cg25410321,8894
chr2,cg25410641,8894
chr2,cg25424642,8895
chr2,cg25428612,8895
chr2,cg25451702,8895
chr2,cg25455438,8895
chr2,cg25488284,8895
chr2,cg25502818,8889
chr2,cg25652742,8895
chr2,cg25681728,8895
chr2,cg25721732,8895
chr2,cg25728166,8894
chr2,cg25742300,8877
chr2,cg25746226,8893
chr2,cg25746499,8894
chr2,cg25748441,8894
chr2,cg25795625,8894
chr2,cg25798409,8895
chr2,cg25798782,8895
chr2,cg25799969,8895
chr2,cg25801052,8895
chr2,cg25806190,8895
chr2,cg25809290,8894
chr2,cg25818813,8895
chr2,cg25828346,8895
chr2,cg25848582,8895
chr2,cg25850998,8895
chr2,cg25868465,8895
chr2,cg25890838,8895
chr2,cg25921544,8895
chr2,cg25926572,8893
chr2,cg25941751,8895
chr2,cg25942688,8895
chr2,cg25982140,8895
chr2,cg25999722,8894
chr2,cg26001287,8881
chr2,cg26018827,8895
chr2,cg26049092,8895
chr2,cg26078407,8895
chr2,cg26088614,8895
chr2,cg26091609,8895
chr2,cg26105702,8894
chr2,cg26107076,8894
chr2,cg26114907,8895
chr2,cg26118367,8894
chr2,cg26125384,8895
chr2,cg26126749,8894
chr2,cg26131881,8894
chr2,cg26133217,8895
chr2,cg26185859,8895
chr2,cg26188299,8891
chr2,cg26202797,8895
chr2,cg26258631,8895
chr2,cg26266046,8895
chr2,cg26271591,8892
chr2,cg26294431,8895
chr2,cg26354721,8894
chr2,cg26359389,8895
chr2,cg26364903,8876
chr2,cg26367235,8895
chr2,cg26381592,8895
chr2,cg26386740,8895
chr2,cg26423677,8895
chr2,cg26425669,8892
chr2,cg26427896,8893
chr2,cg26456554,8894
chr2,cg26462319,8892
chr2,cg26469895,8895
chr2,cg26470599,8895
chr2,cg26487157,8895
chr2,cg26495711,8895
chr2,cg26521561,8894
chr2,cg26522792,8895
chr2,cg26534614,8895
chr2,cg26544247,8895
chr2,cg26545307,8872
chr2,cg26580134,8895
chr2,cg26627327,8895
chr2,cg26627511,8895
chr2,cg26632873,8895
chr2,cg26641275,8895
chr2,cg26645074,8895
chr2,cg26647242,8894
chr2,cg26673264,8895
chr2,cg26686512,8895
chr2,cg26703129,8895
chr2,cg26708280,8895
chr2,cg26767974,8894
chr2,cg26803803,8895
chr2,cg26804360,8895
chr2,cg26830038,8895
chr2,cg26836809,8890
chr2,cg26842802,8895
chr2,cg26847109,8894
chr2,cg26876664,8895
chr2,cg26906731,8895
chr2,cg26913798,8895
chr2,cg26960322,8893
chr2,cg26975040,8894
chr2,cg26977769,8895
chr2,cg26995204,8895
chr2,cg27012396,8894
chr2,cg27015161,8894
chr2,cg27025088,8893
chr2,cg27049344,8894
chr2,cg27051683,8895
chr2,cg27074582,8894
chr2,cg27112142,8895
chr2,cg27112146,8895
chr2,cg27144223,8895
chr2,cg27159979,8895
chr2,cg27168632,8895
chr2,cg27225309,8880
chr2,cg27236875,8885
chr2,cg27278843,8893
chr2,cg27303430,8895
chr2,cg27312442,8895
chr2,cg27367871,8895
chr2,cg27369452,8895
chr2,cg27381194,8895
chr2,cg27421117,8894
chr2,cg27424692,8894
chr2,cg27429106,8895
chr2,cg27433031,8895
chr2,cg27471156,8894
chr2,cg27480727,8878
chr2,cg27483395,8895
chr2,cg27488364,8895
chr2,cg27490017,8895
chr2,cg27529004,8895
chr2,cg27558479,8895
chr2,cg27580905,8895
chr2,cg27587095,8895
chr2,cg27613860,8895
chr2,cg27624162,8895
chr2,cg27634115,8894
chr2,ch.2.1382002F,8802
chr2,ch.2.1685112F,8895
chr2,ch.2.1685296R,8893
chr2,ch.2.3935127R,8650
chr2,ch.2.4215183F,8831
chr2,ch.2.4671106R,8895
chr2,ch.2.47844995F,8895
chr2,ch.2.4958278F,8890
chr2,ch.2.635363R,8878
chr2,ch.2.729349R,8895
chr2,ch.2.731300R,8895
chr2,ch.2.74109570F,8895
chr2,ch.2.747167F,8748
chr15,cg00016066,8894
chr15,cg00027650,8871
chr15,cg00079638,8894
chr15,cg00098799,8893
chr15,cg00098814,8895
chr15,cg00101713,8895
chr15,cg00133909,10979
chr15,cg00145961,8895
chr15,cg00207731,8894
chr15,cg00232903,8835
chr15,cg00319686,8895
chr15,cg00351210,8895
chr15,cg00360794,8895
chr15,cg00364615,8895
chr15,cg00394793,8895
chr15,cg00439706,8894
chr15,cg00445232,8895
chr15,cg00499859,8894
chr15,cg00500013,8892
chr15,cg00604410,8895
chr15,cg00608534,8894
chr15,cg00630237,8895
chr15,cg00638992,8895
chr15,cg00639615,8895
chr15,cg00718923,8895
chr15,cg00758797,8895
chr15,cg00759508,8894
chr15,cg00780909,8895
chr15,cg00786657,8895
chr15,cg00837838,8895
chr15,cg01021488,8895
chr15,cg01024113,8895
chr15,cg01028657,8894
chr15,cg01180441,8895
chr15,cg01224063,8894
chr15,cg01228339,8894
chr15,cg01284192,8895
chr15,cg01299496,10979
chr15,cg01301233,8895
chr15,cg01321816,8895
chr15,cg01388144,8894
chr15,cg01443067,10979
chr15,cg01444726,8894
chr15,cg01447244,8895
chr15,cg01459116,8895
chr15,cg01631855,8895
chr15,cg01663682,8895
chr15,cg01666796,8895
chr15,cg01710852,8895
chr15,cg01741397,8895
chr15,cg01770755,8895
chr15,cg01776903,8895
chr15,cg01778974,8893
chr15,cg01852049,8894
chr15,cg01852715,8894
chr15,cg01857019,8895
chr15,cg01877814,8895
chr15,cg01910249,8895
chr15,cg01916429,8894
chr15,cg01930518,8814
chr15,cg01994513,10979
chr15,cg02009766,8895
chr15,cg02039214,8895
chr15,cg02153208,8894
chr15,cg02161084,8803
chr15,cg02169430,2117
chr15,cg02360980,8895
chr15,cg02384859,8895
chr15,cg02402565,8895
chr15,cg02414045,8895
chr15,cg02486855,8895
chr15,cg02571389,8894
chr15,cg02609028,8895
chr15,cg02613818,8895
chr15,cg02712545,8895
chr15,cg02734001,8894
chr15,cg02734408,8894
chr15,cg02756768,8895
chr15,cg02783477,8895
chr15,cg02847760,8892
chr15,cg02852421,8895
chr15,cg02864248,8894
chr15,cg02963641,8895
chr15,cg02984193,8894
chr15,cg03049917,8895
chr15,cg03073851,8895
chr15,cg03209642,8893
chr15,cg03237845,8891
chr15,cg03257179,8895
chr15,cg03288461,8895
chr15,cg03293647,8894
chr15,cg03310087,8894
chr15,cg03321553,8895
chr15,cg03348466,8895
chr15,cg03355298,10979
chr15,cg03380198,8895
chr15,cg03437748,8821
chr15,cg03448532,8895
chr15,cg03480935,8894
chr15,cg03489186,8893
chr15,cg03540975,8893
chr15,cg03542374,8893
chr15,cg03578458,8894
chr15,cg03617487,8895
chr15,cg03763391,8895
chr15,cg03795574,8891
chr15,cg03846881,8895
chr15,cg03850694,8895
chr15,cg03884132,8895
chr15,cg03945400,8895
chr15,cg03947447,8895
chr15,cg03981793,8884
chr15,cg04094107,8893
chr15,cg04100227,8894
chr15,cg04120645,8888
chr15,cg04138571,8893
chr15,cg04188862,8894
chr15,cg04289575,8895
chr15,cg04339246,8894
chr15,cg04385934,8895
chr15,cg04417954,8895
chr15,cg04510874,8895
chr15,cg04550740,8823
chr15,cg04627496,8894
chr15,cg04662451,10978
chr15,cg04678936,8895
chr15,cg04709931,8895
chr15,cg04721087,8895
chr15,cg04809597,8895
chr15,cg04853284,8895
chr15,cg04854107,8895
chr15,cg04887414,8895
chr15,cg04920689,8895
chr15,cg05012697,8895
chr15,cg05041145,8895
chr15,cg05075416,8895
chr15,cg05103581,8895
chr15,cg05110803,8832
chr15,cg05122887,8895
chr15,cg05141289,8895
chr15,cg05169988,8895
chr15,cg05180856,8877
chr15,cg05185738,8895
chr15,cg05211768,8894
chr15,cg05289639,8895
chr15,cg05312278,8894
chr15,cg05359518,8883
chr15,cg05438378,8895
chr15,cg05450629,8895
chr15,cg05456662,8894
chr15,cg05469396,8895
chr15,cg05492904,8895
chr15,cg05523085,10978
chr15,cg05538151,8893
chr15,cg05540221,8894
chr15,cg05572153,8894
chr15,cg05622550,8894
chr15,cg05697231,10979
chr15,cg05754688,8895
chr15,cg05781698,8895
chr15,cg05835456,8895
chr15,cg05874476,8895
chr15,cg05901579,8895
chr15,cg05993386,8895
chr15,cg06014588,8895
chr15,cg06034771,8895
chr15,cg06043109,8893
chr15,cg06059069,8895
chr15,cg06063519,8700
chr15,cg06237608,8895
chr15,cg06327621,8895
chr15,cg06330618,8895
chr15,cg06331862,8895
chr15,cg06459327,10967
chr15,cg06478102,8895
chr15,cg06540146,8895
chr15,cg06572974,10979
chr15,cg06596307,8895
chr15,cg06671623,8894
chr15,cg06730438,8895
chr15,cg06794263,8895
chr15,cg06799422,8895
chr15,cg06844932,8893
chr15,cg06846320,8894
chr15,cg06870609,8895
chr15,cg06889746,8895
chr15,cg06891458,8895
chr15,cg07007674,8894
chr15,cg07017597,8894
chr15,cg07017800,8894
chr15,cg07020846,8886
chr15,cg07063572,8894
chr15,cg07106615,8895
chr15,cg07110488,8895
chr15,cg07160602,8895
chr15,cg07179000,8895
chr15,cg07192821,8895
chr15,cg07194295,8895
chr15,cg07199524,8895
chr15,cg07252731,8894
chr15,cg07281959,8895
chr15,cg07345510,8895
chr15,cg07359633,8895
chr15,cg07458065,8895
chr15,cg07528974,8895
chr15,cg07529087,8895
chr15,cg07566833,8892
chr15,cg07615383,8895
chr15,cg07621749,8895
chr15,cg07708777,8895
chr15,cg07713411,8895
chr15,cg07718650,8895
chr15,cg07769332,8895
chr15,cg07779120,8893
chr15,cg07813285,8895
chr15,cg07866131,8895
chr15,cg07890839,8895
chr15,cg07911768,8895
chr15,cg07930578,10979
chr15,cg07962355,8895
chr15,cg08034855,8895
chr15,cg08036289,8895
chr15,cg08066123,8895
chr15,cg08096582,8895
chr15,cg08120210,8895
chr15,cg08128148,8837
chr15,cg08133919,8894
chr15,cg08138544,8893
chr15,cg08180028,8894
chr15,cg08315825,8895
chr15,cg08342270,10979
chr15,cg08350173,10979
chr15,cg08367959,8890
chr15,cg08410179,8895
chr15,cg08433293,8895
chr15,cg08437265,8892
chr15,cg08459087,8895
chr15,cg08478116,8895
chr15,cg08495115,8894
chr15,cg08680417,8895
chr15,cg08688393,8895
chr15,cg08703324,8895
chr15,cg08729686,8895
chr15,cg08762449,8895
chr15,cg08778287,8895
chr15,cg08823068,8890
chr15,cg08899105,8895
chr15,cg08920032,8895
chr15,cg08921491,8895
chr15,cg09020461,10979
chr15,cg09156067,8895
chr15,cg09225537,8893
chr15,cg09235138,8895
chr15,cg09392615,8895
chr15,cg09397246,8895
chr15,cg09425215,2117
chr15,cg09577907,8895
chr15,cg09656020,8895
chr15,cg09663530,8895
chr15,cg09706277,8895
chr15,cg09732150,8881
chr15,cg09747445,8895
chr15,cg09824900,8893
chr15,cg09834343,8894
chr15,cg09894439,8895
chr15,cg09902251,8895
chr15,cg09926562,8891
chr15,cg09926783,8895
chr15,cg09963892,8895
chr15,cg09982005,8895
chr15,cg09983243,8895
chr15,cg09989727,8895
chr15,cg10000843,8895
chr15,cg10002133,8895
chr15,cg10012627,8892
chr15,cg10081723,8894
chr15,cg10146710,8894
chr15,cg10246772,8894
chr15,cg10261958,8894
chr15,cg10342963,8892
chr15,cg10343233,8895
chr15,cg10381071,8895
chr15,cg10389812,8749
chr15,cg10429922,8895
chr15,cg10434728,8895
chr15,cg10473588,8895
chr15,cg10501278,8895
chr15,cg10507754,8894
chr15,cg10535933,8894
chr15,cg10572450,8895
chr15,cg10586317,8895
chr15,cg10680940,8895
chr15,cg10780949,8895
chr15,cg10843046,8869
chr15,cg10943931,8895
chr15,cg10978402,10979
chr15,cg11077171,8895
chr15,cg11108676,8893
chr15,cg11116086,8895
chr15,cg11132244,8895
chr15,cg11145296,8895
chr15,cg11147094,8895
chr15,cg11286436,8895
chr15,cg11289748,8895
chr15,cg11331988,8894
chr15,cg11341157,8895
chr15,cg11397301,8895
chr15,cg11427898,8895
chr15,cg11429664,8894
chr15,cg11439475,8895
chr15,cg11525479,8894
chr15,cg11544420,8895
chr15,cg11559852,8894
chr15,cg11582017,8894
chr15,cg11742207,8895
chr15,cg11797222,8895
chr15,cg11842425,8874
chr15,cg11848157,8894
chr15,cg11852333,8895
chr15,cg11933220,8895
chr15,cg11963595,8895
chr15,cg12009872,8895
chr15,cg12015851,8895
chr15,cg12032359,8895
chr15,cg12032620,10832
chr15,cg12075901,8895
chr15,cg12104477,8895
chr15,cg12134633,8894
chr15,cg12309516,8892
chr15,cg12344004,8894
chr15,cg12349571,8895
chr15,cg12390237,8895
chr15,cg12398448,8895
chr15,cg12426141,10975
chr15,cg12444761,8895
chr15,cg12486493,8881
chr15,cg12524179,8895
chr15,cg12553689,8895
chr15,cg12630038,8895
chr15,cg12637615,8887
chr15,cg12644285,8895
chr15,cg12670903,8895
chr15,cg12700439,8895
chr15,cg12701188,8894
chr15,cg12710376,8894
chr15,cg12736760,8895
chr15,cg12753858,10979
chr15,cg12939464,8895
